name,page,category,tags,url,pageStatus
Chili Sauce,91,Sauces & Condiments,,https://archive.org/details/auntcarolinesdix00mckirich/page/n106,verified
Mount Vernon Pickle,91,Preserves & Pickles,,https://archive.org/details/auntcarolinesdix00mckirich/page/n106,verified
English Chopped Pickle,93,Preserves & Pickles,,https://archive.org/details/auntcarolinesdix00mckirich/page/n108,verified
Heavenly Hash,95,Mains,,https://archive.org/details/auntcarolinesdix00mckirich/page/n110,verified
Stonewall Jackson Pudding,97,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n112,verified
U. D. C Pudding,99,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n114,verified
Rhubarb Pie,99,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n114,verified
Jeff Davis Custard,101,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n116,verified
Southern Apple Pie,103,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n118,verified
Caramel Custard,103,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n118,verified
Palmetto Marmalade,103,Preserves & Pickles,,https://archive.org/details/auntcarolinesdix00mckirich/page/n118,verified
Aunt Jemima's Lemon Pie,105,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n120,verified
Nut Bread,105,Breads,,https://archive.org/details/auntcarolinesdix00mckirich/page/n120,verified
Chocolate Pudding,107,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n122,verified
Maryland Bread Pudding,107,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n122,verified
Sunset Raisin Pie,107,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n122,verified
Soft Ginger Bread,109,Breads,,https://archive.org/details/auntcarolinesdix00mckirich/page/n124,verified
Sauce for Ginger Bread,109,Sauces & Condiments,,https://archive.org/details/auntcarolinesdix00mckirich/page/n124,verified
Cranberry Surprise,109,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n124,verified
Louisiana Molasses Custard,109,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n124,verified
New Orleans Dark Nut Bread,113,Breads,,https://archive.org/details/auntcarolinesdix00mckirich/page/n128,verified
John Brown Custard,113,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n128,verified
Virginia Dare Pudding,115,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n130,verified
Sweet Potato Custard,115,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n130,verified
Banana Custard,115,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n130,verified
Strawberry Shortcake,117,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n132,verified
Tapioca Custard,117,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n132,verified
Bavarian Cream,117,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n132,verified
Cranberry Snow,117,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n132,verified
Chocolate Pie,119,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n134,verified
Pumpkin Pie,119,Desserts,,https://archive.org/details/auntcarolinesdix00mckirich/page/n134,verified
Mayonnaise Dressing,121,Sauces & Condiments,,https://archive.org/details/auntcarolinesdix00mckirich/page/n136,verified
Maryland Chicken Salad,121,Salads,,https://archive.org/details/auntcarolinesdix00mckirich/page/n136,verified
Potato Salad,121,Salads,,https://archive.org/details/auntcarolinesdix00mckirich/page/n136,verified
Wesson Oil Dressing,121,Sauces & Condiments,,https://archive.org/details/auntcarolinesdix00mckirich/page/n136,verified
Tomato Jelly,123,Preserves & Pickles,,https://archive.org/details/auntcarolinesdix00mckirich/page/n138,verified
French Dressing,123,Sauces & Condiments,,https://archive.org/details/auntcarolinesdix00mckirich/page/n138,verified
Waldorf Salad,123,Salads,,https://archive.org/details/auntcarolinesdix00mckirich/page/n138,verified
Mammy's Dressing,125,Sauces & Condiments,,https://archive.org/details/auntcarolinesdix00mckirich/page/n140,verified
Pineapple and Cottage Cheese Salad,125,Salads,,https://archive.org/details/auntcarolinesdix00mckirich/page/n140,verified
Water Lily Salad,125,Salads,,https://archive.org/details/auntcarolinesdix00mckirich/page/n140,verified
Marshmallow Salad,127,Salads,,https://archive.org/details/auntcarolinesdix00mckirich/page/n142,verified
Frozen Fruit Salad,127,Salads,,https://archive.org/details/auntcarolinesdix00mckirich/page/n142,verified
Old Virginia Brunswick Stew,129,Soups & Stews,,https://archive.org/details/auntcarolinesdix00mckirich/page/n144,verified
Aunt Caroline's Porridge,129,Breakfast & Brunch,,https://archive.org/details/auntcarolinesdix00mckirich/page/n144,verified
Cream of Celery Soup,129,Soups & Stews,,https://archive.org/details/auntcarolinesdix00mckirich/page/n144,verified
Tomato Bisque,129,Soups & Stews,,https://archive.org/details/auntcarolinesdix00mckirich/page/n144,verified
"Tomato Soup, Creole Style",131,Soups & Stews,,https://archive.org/details/auntcarolinesdix00mckirich/page/n146,verified
DixielancI Soup,131,Soups & Stews,,https://archive.org/details/auntcarolinesdix00mckirich/page/n146,verified
Cream of Tomato Soup,131,Soups & Stews,,https://archive.org/details/auntcarolinesdix00mckirich/page/n146,verified
Baltimore Oyster Stew,133,Soups & Stews,,https://archive.org/details/auntcarolinesdix00mckirich/page/n148,verified
Cream of Pea Soup,133,Soups & Stews,,https://archive.org/details/auntcarolinesdix00mckirich/page/n148,verified
Cream of Chicken Soup,135,Soups & Stews,,https://archive.org/details/auntcarolinesdix00mckirich/page/n150,verified
Oatmeal Soup,135,Soups & Stews,,https://archive.org/details/auntcarolinesdix00mckirich/page/n150,verified
General Pickett Corn Pudding,137,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n152,verified
Dixie Potatoes,137,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n152,verified
Southern Creamed Sweet Potatoes,139,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n154,verified
Stuffed Potatoes with Cheese,139,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n154,verified
Scalloped Irish Potatoes,139,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n154,verified
Stuffed Tomatoes,139,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n154,verified
Scalloped Tomatoes in Shells,139,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n154,verified
Aunt Katy's Macaroni,141,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n156,verified
Irish Potato Puffs,141,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n156,verified
Stewed Celery,141,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n156,verified
Baked Tomatoes,141,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n156,verified
Mammy's Candied Sweet Potatoes,143,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n158,verified
Boiled Turnips,143,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n158,verified
Stewed Green Corn,143,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n158,verified
Creole Potato Balls,143,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n158,verified
Potato Chips,143,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n158,verified
Stuffed Potatoes with Cheese and Bacon,145,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n160,verified
Jenny Lind Potatoes,145,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n160,verified
Carolina Sweet Potato Pone,145,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n160,verified
Scalloped Potatoes,147,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n162,verified
French Fried Sweet Potatoes,147,Sides,,https://archive.org/details/auntcarolinesdix00mckirich/page/n162,verified
Fried Egg Plant,147,Breakfast & Brunch,,https://archive.org/details/auntcarolinesdix00mckirich/page/n162,verified
